no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,mailing_option,meetup_option,meetup_location,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,brands,current_listing_price,len_posts,post_word_count,num_emojis,lemma_posts,topic,probability,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,price
17,4,Carrera Ualour Hybrid bike S Not btwin# specialized#linus#merida#giant #,215,Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Woodlands Vista,lifecircle05,Joined 1 year ago,Very Responsive,Verified,1.0,0.0,1.0,4.5,11,"giant, specialized, merida",215.0,160,23,0,carrera ualour hybrid bike s btwin specialized#linus#merida#giant good condition bike wheel size 700cc frame size s shimano tigara group set 9 2speed,-1,0.14153476987815308,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Low
14,3,"Merida scultura 95 50 inch 21speed new Code sending table, protective gear signal lamp",648,Lightly used,Mailing · Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",Y,Y,Telok Blangah Heights,dubufuyun,Joined 3 years ago,Very Responsive,Verified,0.0,1.0,1.0,4.0,3,Merida,648.0,511,76,0,merida scultura 95 50 inch 21speed new code send table protective gear signal lamp vehicle condition vehicle 90 new 50 inch suitable height 170 182 cm vehicle regularly maintain keep home buy new   reason sale room storage move sell   accessory spare tire meter signal lamp helmet 车辆情况：车辆九成新，50寸适合身高170 182 cm 车辆定期保养，买来后一直放家里，没有使用。很新 。 出售原因：由于搬家，没有空间存放。所以出售 。 配件：备胎，码表，信号灯，头盔 。,2,1.0,merida,reacto,carbon,bike,shimano,ultegra,scultura,size,frame,road,Med
5,10,CANNONDALE SIZE 54,"1,300",Well used,Meetup,5 days ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Blk 738 Pasir Ris Multi Purpose Hall,carlosg1,Joined 7 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,112,CANNONDALE,1300.0,432,79,1,cannondale size 54 new r7000 groupset old d r7000 170 50/34 t crankset ultegra wheelset wh6800 smooth dura ace r9100 11 30 cassette kmc x11el hollow plates .. extra light chain part new bike stand shoes funky smell maintenance goody bryton 420 quadlock mount rear light spare tube bike pump .... shebang   cheer,-1,0.12456999203016811,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
13,6,Cannondale caad 8,600,Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,607 Yishun ,mbtt1903,Joined 6 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,7,Cannondale,600.0,76,16,0,cannondale caad 8 bz bicycle n space size 50,-1,0.14731842772330467,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Low
41,4,Canyon Endurance AL7 Movistar Edition Road Bike Size M,"1,200",Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,91A Telok Blangah Heights,bloppytackle1717,Joined 5 years ago,Mostly Responsive,Verified,1.0,1.0,1.0,4.9,55,"Canyon, Canyon, Canyon, Canyon",1200.0,1159,186,1,canyon endurance al7 movistar edition road bike size m canyon endurace al7 movistar edition size m 105 groupset sell canyon endurace al7 movistar edition road bike 105 rim groupset perfect cycling enthusiast look reliable stylish ride canyon endurace al7 movistar edition maintain sign gentle wear excellent overall condition shifter light scuff fall 4th 5th pic easily replace want frame part mint condition ready hit road immediate repair upgrade necessary recently bring servicing replace chain bar tape saddle   feature 1 eye catch movistar team inspire design 2 lightweight aluminum frame 8.75 kg comparable carbon frame bike 3.carbon fork smooth ride 4 shimano 105 groupset precise shifting comfortable saddle upgrade prime ergonomic handlebar worth 100 price 1200 negotiable   location telok blangah street 31 block 91a pm interested,0,0.21938740628882242,specialized,bike,mm,carbon,tarmac,shimano,size,saddle,sram,ultegra,Med
29,1,"Specialized Allez Sprint - Used, size 49.","1,400",Like new,Meetup,5 days ago,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,Hougang 1,xrexxxx,Joined 7 years ago,Mostly Responsive,Verified,1.0,1.0,1.0,5.0,38,"Specialized, Allez",1400.0,171,28,0,specialized allez sprint size 49 good new headset cut flush photo pls message come fork seatpost headset bearing deliver,-1,0.1561900755580745,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
13,5,Merida Aluminum frame size XS road bike bicycle,"1,200",Like new,Meetup,2 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,jurong west st 65,Northez,Joined 2 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,16,Merida,1200.0,142,25,0,merida aluminum frame size xs road bike bicycle pm fast nego size xs   hydraulic shimano 105   weight ~9kg+ great entry level cheap,2,1.0,merida,reacto,carbon,bike,shimano,ultegra,scultura,size,frame,road,Med
49,10,Road bike Wilier Team GTR Carbon frame L 56cm,650,Like new,Meetup,3 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,Blk 326 Yishun Ring Road,cyclist007,Joined 2 years ago,Very Responsive,Verified,1.0,0.0,1.0,4.9,43,"Wilier, Wilier, look",650.0,168,29,0,road bike wilier team gtr carbon frame l 56 cm wilier triestina team gtr carbon frame size l 56 cm carbon monocoque 46ton frame pristine condition look like new,-1,0.11730412141420944,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Med
7,3,Creme Cafe Uno bicycle,450,Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,F26 Taxi Stand @ Little India MRT,buyfromme7518,Joined 8 years ago,Very Responsive,Verified,1.0,1.0,1.0,4.9,60,Look,450.0,957,163,0,creme cafe uno bicycle creme cafe uno m size sale suitable 150 cm height background creme price negotiable sell fund bike tag parshley tokyo bike linus gentleman bike vintage bicycle city bike product description caferacer design influence hand build porteur bicycle fifty sixty semi upright position perfect balance comfort speed whilst rack ideal carry luggage caferacer practical exceptionally beautiful look close paint job check hand polished rim lugged frame fork bicycle mechanic ride bike day external derailleur unnecessary cable adjustment knob classic look bicycle pleasure use day 3 speed gear system,-1,0.1369919740278845,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Low
10,10,Liv Langma advance disc brake (XS) 152cm to 165cm rider.,"2,000",Lightly used,Meetup,3 weeks ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.",N,Y,West Coast Road,cheapestsellingbuying,Joined 7 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,21,"Giant, Giant, Liv, Liv",2000.0,1484,229,0,liv langma advance disc brake xs 152 cm 165 cm rider owner ladie rider liv langma advance 2022 frame shimano r8000 groupset wheelset   buy tay junction ubi ultegra groupset r8000 -shimano ultegra crankarm 165 mm -shimano ultegra crankset 50 34 t   -shimano ultegra shifters lever left right -shimano ultegra hydraulic disc brake callip -jagwire cable   -shimano 105 cassette 11 30 t   -kmc el chain 11s -giant aluminium handlebar 360 mm super rare size market -giant stem aluminium 80 mm buy year september 2022 ride 2000 km include item list   -1 water bottle cage   -1 brand new water bottle   -1 set brand new pedals pd r87c -1 bike computer mount excluding item list   -wheelset -saddle bag -saddle   -clipless pedal frame light paint peel bike drop affect frame light scratch derailleur parking bicycle right hand lever light scratch part good install wheelset ride issue wheelset provide come throug axle 》 welcome view test ride confirmation 《 note wheelset lend test ride sell price offer foc fully maintenance clean bike hand owner 》 》 》 》 》 nego trade 《 《 《 《 《 self pick check bike confirmation warranty paper handover new owner,-1,0.22114477387881398,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
30,6,Colnago Superissimo Art Decor Frameset,"1,999",Like new,Meetup,2 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,Woodland,bititan_73.,Joined 5 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,15,"Colnago, Colnago, colnago",1999.0,174,29,0,colnago superissimo art decor frameset colnago superissimo art decor frameset st 48 cm tt 52 cm   rust dent come record headset colnago 100 mm stem bottle cage,-1,0.0930441113636506,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
21,4,giant propel slr2 (price negotiable),"1,000",Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Tampines East MRT Station (DT33),sec165,Joined 6 months ago,Very Responsive,Verified,1.0,0.0,1.0,0.0,0,"giant, giant",1000.0,445,79,0,giant propel slr2 price negotiable giant propel slr2 fast aero bike beginner pro alloy frame carbon fork.size 53(ppl 155 cm 175 cm   bike work smoothly pretty fast light gear definitely worthy bike u meet place choice :) crank set -shimano 105 groupset   fairly new saddle   new paddle   offer low baller ignore thank u view ride safe :),-1,0.2010206340696469,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Med
6,7,Scott Addict R2   7.8Kg Full Carbon Road Bike WTT/Wts,"1,250",Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,516 Tampines Central 7,ckeat8653,Joined 5 years ago,Very Responsive,Verified,1.0,0.0,1.0,4.9,6,Scott,1250.0,312,51,0,scott addict r2    7.8kg carbon road bike wtt wts sz 48 10 speed mixed shimano groupset rear derailleur dura ace chain ring   ultegra rim fulcrum racing 3 brake caliper br r561 shimano shifter ultegra rfs old riad cycling willing trade average quality foldable(preferred dahon tern,-1,0.13860739544696637,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
27,8,Ridley Noah SL “Lotto Soud” Colourway,"1,600",Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Blk 23 Eunos Crescent,ilikebike,Joined 8 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,40,"Ridley, Ridley",1600.0,203,39,0,"ridley noah sl "" lotto soud "" colourway selling ridley noah sl frame handlebar stem include size xs size 52 condition 7.5/10 pm enquirer",-1,0.1906314775796227,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
4,10,Giant TCR,850,Lightly used,Mailing · Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",Y,Y,Aljunied MRT Station (EW9),soennrkffis,Joined 2 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,2,Giant,850.0,260,46,0,giant tcr 2 bike 1000   1 red 1 black size xs   tiagra group set 10   aluminium body   price negotiable   perfect condition outgrow perfect beginner learn road cycling extra brake attach,1,1.0,giant,tcr,shimano,advanced,size,pro,disc,carbon,wheelset,advance,Med
6,10,Ridley Supercross size 56,"1,300",Lightly used,Meetup,1 week ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Tampines Street 11,apilin75,Joined 8 years ago,Mostly Responsive,Verified,1.0,0.0,1.0,5.0,17,Ridley,1300.0,107,18,0,ridley supercross size 56 great condition like new hybrid road bike view test ride negotiable,-1,0.18675300925583868,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
7,6,Eddy Merckx AMX 6000tb Shimano 105 Size 45 Road Bike,500,Well used,Meetup,5 days ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Punggol MRT/LRT Interchange (NE17/PTC),vamanshoo,Joined 9 years ago,Very Responsive,Verified,0.0,1.0,1.0,5.0,18,"Eddy Merckx, Eddy Merckx, cinelli",500.0,403,74,0,eddy merckx amx 6000 tb shimano 105 size 45 road bike eddy merckx amx 6000 tb shimano 105 size 45 10 kg road bike deda stem fizik arione saddle shimano 105 groupset chain need replacement keep storeroom awhile sell use anymore good use beginner road bike start hobby throw bnib 2x tube cinelli bar tape smooth buyer,-1,0.196663576911679,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Low
49,8,Giant TCR SL1 road bike - Giant tcr road bike - Shimano 105 R7000 groupset - Size ML,980,Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Jurong Lake Gardens,Travel157,Joined 2 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,5,"Giant, Giant, Giant, Giant",980.0,333,58,0,giant tcr sl1 road bike giant tcr road bike shimano 105 r7000 groupset size ml giant tcr sl1 road bike rarely use excellent condition ready use shimano 105 r7000 2x11 speed shimano 105 r7000 shifter shimano 105 r7000 rear deraileur size ml height 172 190 cm giant pr2 tubeless wheelset view test,1,1.0,giant,tcr,shimano,advanced,size,pro,disc,carbon,wheelset,advance,Med
172,8,Cannondale SuperSix carbon fibre road bike,"1,100",Well used,Meetup,2 months ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Spottiswoode Residences,madasahattersley,Joined 2 years ago,Mostly Responsive,Verified,1.0,1.0,1.0,4.7,13,"Cannondale, Cannondale",1100.0,424,71,0,"cannondale supersix carbon fibre road bike cannondale supersix range release 56 cm frame light sram rival 2x10 shifter sram rival 10spd rear mech sram force mech ultegra brake 3 t 130 mm stem deda zero 38 cm bar shimano rs10 wheel 1,300 zipp 808 wheel listing ): 2,000 section blue paint tube previous owner paint scratch ride great",-1,0.11095372487892535,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Med
9,10,OEM Pinarello Dogma frame,"1,300",Brand new,Meetup,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,N,Y,Serangoon North Avenue 4,jinpachi007,Joined 2 years ago,Very Responsive,Verified,0.0,1.0,1.0,5.0,14,"Pinarello, Dogma",1300.0,1098,187,0,oem pinarello dogma frame frame taiwan high quality japanese t1100 carbon fiber   frame 1 month deliver doorstep build order ensure high possible quality     frame undergo rigorous quality control come 2 year warranty   benefit oem frame   cheap original reflect production cost frame instead huge marketing r&d cost   high maximum weight limit frame use layer carbon fiber ensure frame fragile original weight limit 180 kg oem frame compare original   difference visually compare original superb paintwork   cons heavy weight ~150 g heavy original frame use thick layer carbon fiber   frameset includes headset bearing stem cap etc   colour limit pictures colourway love send picture   preordering framesize stem length handlebar width desire,5,1.0,pinarello,dogma,size,di2,f12,dura,ace,bike,wheelset,f10,High
28,6,Giant Fastroad Advanced 2 (Full Carbon),"1,190",Like new,Meetup,3 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,425 ChoaChuKang Ave 4,squirtleboi,Joined 8 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,668,Giant,1190.0,260,40,0,giant fastroad advanced 2 carbon superb condition carbon size s frame shimano tiagra component hydraulic disc brake   upgrade ergon grip 2 x 10 speed   retails 2.4k delivery offer singapore specs,1,0.420526295662299,giant,tcr,shimano,advanced,size,pro,disc,carbon,wheelset,advance,Med
17,1,Giant advanced 3 tcr disc 2022,"1,700",Well used,Meetup,2 months ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Bishan MRT Interchange (NS17/CC15),geryeett,Joined 2 years ago,Very Responsive,Verified,1.0,0.0,1.0,0.0,0,"Giant, Giant",1700.0,262,44,0,giant advance 3 tcr disc 2022 giant advanced 3 tcr disc 2022 size m shimano tiagra groupset minor scratch particularly major scratch   pedals include shimano 105 clipless pedal 100 extra willing nego dm picture detail,1,0.76161890424549,giant,tcr,shimano,advanced,size,pro,disc,carbon,wheelset,advance,High
247,4,Giant TCR Advanced (2021) Carbon Black (Size S) Rim Brake Frameset ONLY for Road Bike for Road Cycling Brand New,"1,250",Brand new,Mailing · Meetup,4 days ago,Road Bikes,Bumped,Never used. May come with original packaging or tag.,Y,Y,"Bikemart SG Pte. Ltd.12pm - 6.30pm, Monday - Saturday ",online.bicycle,Joined 9 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,5000,"Giant, Giant",1250.0,2172,324,0,giant tcr advanced 2021 carbon black size s rim brake frameset road bike road cycling brand new win race bike right balance lightweight stiffness smooth compliance road new tcr advanced deliver add update aero performance versatile performer competitive road rider new composite frameset shave gram possible sacrifice pedal stomp stiffness tcr advanced build rounder road performance reengineere aero shape frame tubing help climb fast hammer flat efficiently corner rail overdrive steerer system megadrive downtube engineer precise handling variant seatpost deliver ideal blend efficiency compliance — stay fresh finish big day saddle class lead efficiency lightweight composite material reengineere tubing shape result lively ride quality explosive acceleration improve climbing efficiency great torsional frame stiffness key competitor bike advanced aerodynamic tcr quantifiable gain find compare previous generation model tube shape analyze engineer test create overall structure significantly low drag wide range yaw angle result tcr fast sprint solo situation total control new composite fork boast impressive torsional stiffness unrivalled steering precision giant wheelset tubeless technology allow run low tire pressure increase grip reduce risk puncture new tcr advanced series feature new frame fork deliver rounder road performance mountain flat note frameset new unopened box s size available frameset carbon black -------------------------------- online bicycle lead online platform quality cycling brand affordable price official store,-1,0.19719946970600377,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
